Date,btc_open_BTC-USD,btc_high_BTC-USD,btc_low_BTC-USD,btc_close_BTC-USD,btc_volume_BTC-USD,sp500_close_^GSPC,google_trend,btc_hashrate,btc_exchange_netflow,ma7,ma21,rsi_14,sp500_ret,hash_rate_chg,exchange_netflow_chg
2019-01-01,3746.71337890625,3850.913818359375,3707.231201171875,3843.52001953125,4324200990.0,2510.030029296875,15.0,41.82659674,-2626.32592,3918.3519461495534,3776.6144903273807,44.200902613707285,-0.02475673039503723,0.08963770165920515,-1.6807975135089097
2019-01-02,3849.21630859375,3947.981201171875,3817.409423828125,3943.409423828125,5244856836.0,2510.030029296875,15.0,42.36155851,-5017.271304,3918.3519461495534,3776.6144903273807,44.200902613707285,-0.02475673039503723,0.08963770165920515,-1.6807975135089097
2019-01-03,3931.048583984375,3935.68505859375,3826.222900390625,3836.7412109375,4530215219.0,2447.889892578125,15.0,43.52991642,241.3137133,3918.3519461495534,3776.6144903273807,44.200902613707285,-0.02475673039503723,0.08963770165920515,-1.6807975135089097
2019-01-04,3832.0400390625,3865.9345703125,3783.853759765625,3857.717529296875,4847965467.0,2531.93994140625,15.0,41.78646826,-4140.009178,3918.3519461495534,3776.6144903273807,44.200902613707285,0.03433571464262353,0.08963770165920515,-1.6807975135089097
2019-01-05,3851.973876953125,3904.903076171875,3836.900146484375,3845.194580078125,5137609824.0,2531.93994140625,15.0,46.90486692,6421.621364,3918.3519461495534,3776.6144903273807,44.200902613707285,0.0,0.08963770165920515,-1.6807975135089097
2019-01-06,3836.51904296875,4093.29736328125,3826.51318359375,4076.632568359375,5597027440.0,2531.93994140625,15.0,39.54856259,3570.951829,3918.3519461495534,3776.6144903273807,44.200902613707285,0.0,0.08963770165920515,-1.6807975135089097
2019-01-07,4078.5849609375,4092.613525390625,4020.89404296875,4025.248291015625,5228625637.0,2549.68994140625,15.0,39.13261393,2360.740305,3918.3519461495534,3776.6144903273807,44.200902613707285,0.007010434848680358,0.08963770165920515,-1.6807975135089097
2019-01-08,4028.47216796875,4109.02099609375,3996.955322265625,4030.847900390625,5306593305.0,2574.409912109375,15.0,47.70903726,75.06350033,3945.1130719866073,3776.6144903273807,44.200902613707285,0.009695285023358924,0.08963770165920515,-1.6807975135089097
2019-01-09,4031.552001953125,4068.403564453125,4022.662841796875,4035.29638671875,5115905225.0,2584.9599609375,15.0,45.87130873,-3486.082472,3958.2397809709823,3776.6144903273807,44.200902613707285,0.004098045450532162,0.08963770165920515,-1.6807975135089097
2019-01-10,4034.411376953125,4064.066650390625,3659.174560546875,3678.924560546875,6874143796.0,2596.639892578125,15.0,43.32087790999999,-8026.852324500001,3935.6945452008927,3776.6144903273807,44.200902613707285,0.004518418782931244,0.08963770165920515,-1.6807975135089097
2019-01-11,3674.015380859375,3713.8818359375,3653.06982421875,3687.365478515625,5538712865.0,2596.260009765625,15.0,41.19517549,-4191.170306,3911.3585379464284,3776.6144903273807,44.200902613707285,-0.00014629784190933748,0.08963770165920515,-1.6807975135089097
2019-01-12,3686.97314453125,3698.978271484375,3653.810791015625,3661.301025390625,4778170883.0,2596.260009765625,15.0,38.4682798,-1762.539928,3885.0880301339284,3776.6144903273807,44.200902613707285,0.0,0.08963770165920515,-1.6807975135089097
2019-01-13,3658.8681640625,3674.760009765625,3544.92724609375,3552.953125,4681302466.0,2596.260009765625,15.0,39.34388147999999,-95.75191403,3810.276681082589,3776.6144903273807,44.200902613707285,0.0,0.08963770165920515,-1.6807975135089097
2019-01-14,3557.31103515625,3727.836181640625,3552.28515625,3706.05224609375,5651384490.0,2582.610107421875,15.0,43.64621556,352.8668134,3764.67724609375,3776.6144903273807,44.200902613707285,-0.005257525167898014,0.08963770165920515,-1.6807975135089097
2019-01-15,3704.21630859375,3720.1533203125,3619.94921875,3630.67529296875,5537192302.0,2610.300048828125,15.0,38.79318322,1139.950765,3707.5097307477677,3776.6144903273807,41.557991096795334,0.010721688622945758,0.08963770165920515,-1.6807975135089097
2019-01-16,3631.509765625,3685.777099609375,3624.67333984375,3655.0068359375,5394457145.0,2616.10009765625,15.0,39.08610832,4137.386428,3653.1826520647323,3776.6144903273807,37.83183894517753,0.0022219854881162515,0.08963770165920515,-1.6807975135089097
2019-01-17,3651.87109375,3680.135986328125,3621.9609375,3678.56396484375,5464420383.0,2635.9599609375,15.0,37.30203687,-937.0297421,3653.1311383928573,3776.6144903273807,42.82291000627876,0.0075914003822110665,0.08963770165920515,-1.6807975135089097
